Vardas              Pavarde             Galutinis(vid)      
Vardas363           Pavarde363          5.87                
Vardas489           Pavarde489          5.87                
Vardas626           Pavarde626          5.87                
Vardas657           Pavarde657          5.87                
Vardas802           Pavarde802          5.87                
Vardas813           Pavarde813          5.87                
Vardas828           Pavarde828          5.87                
Vardas895           Pavarde895          5.87                
Vardas901           Pavarde901          5.87                
Vardas164           Pavarde164          5.93                
Vardas188           Pavarde188          5.93                
Vardas313           Pavarde313          5.93                
Vardas337           Pavarde337          5.93                
Vardas377           Pavarde377          5.93                
Vardas491           Pavarde491          5.93                
Vardas649           Pavarde649          5.93                
Vardas775           Pavarde775          5.93                
Vardas796           Pavarde796          5.93                
Vardas902           Pavarde902          5.93                
Vardas133           Pavarde133          6.00                
Vardas252           Pavarde252          6.00                
Vardas316           Pavarde316          6.00                
Vardas331           Pavarde331          6.00                
Vardas516           Pavarde516          6.00                
Vardas553           Pavarde553          6.00                
Vardas611           Pavarde611          6.00                
Vardas691           Pavarde691          6.00                
Vardas693           Pavarde693          6.00                
Vardas719           Pavarde719          6.00                
Vardas810           Pavarde810          6.00                
Vardas972           Pavarde972          6.00                
Vardas100           Pavarde100          6.07                
Vardas256           Pavarde256          6.07                
Vardas483           Pavarde483          6.07                
Vardas637           Pavarde637          6.07                
Vardas827           Pavarde827          6.07                
Vardas844           Pavarde844          6.07                
Vardas866           Pavarde866          6.07                
Vardas924           Pavarde924          6.07                
Vardas43            Pavarde43           6.13                
Vardas212           Pavarde212          6.13                
Vardas398           Pavarde398          6.13                
Vardas418           Pavarde418          6.13                
Vardas531           Pavarde531          6.13                
Vardas591           Pavarde591          6.13                
Vardas728           Pavarde728          6.13                
Vardas999           Pavarde999          6.13                
Vardas82            Pavarde82           6.20                
Vardas416           Pavarde416          6.20                
Vardas459           Pavarde459          6.20                
Vardas541           Pavarde541          6.20                
Vardas575           Pavarde575          6.20                
Vardas594           Pavarde594          6.20                
Vardas638           Pavarde638          6.20                
Vardas664           Pavarde664          6.20                
Vardas720           Pavarde720          6.20                
Vardas723           Pavarde723          6.20                
Vardas809           Pavarde809          6.20                
Vardas855           Pavarde855          6.20                
Vardas880           Pavarde880          6.20                
Vardas916           Pavarde916          6.20                
Vardas918           Pavarde918          6.20                
Vardas3             Pavarde3            6.27                
Vardas214           Pavarde214          6.27                
Vardas225           Pavarde225          6.27                
Vardas227           Pavarde227          6.27                
Vardas529           Pavarde529          6.27                
Vardas556           Pavarde556          6.27                
Vardas928           Pavarde928          6.27                
Vardas836           Pavarde836          6.27                
Vardas16            Pavarde16           6.33                
Vardas38            Pavarde38           6.33                
Vardas152           Pavarde152          6.33                
Vardas353           Pavarde353          6.33                
Vardas376           Pavarde376          6.33                
Vardas644           Pavarde644          6.33                
Vardas646           Pavarde646          6.33                
Vardas702           Pavarde702          6.33                
Vardas943           Pavarde943          6.33                
Vardas25            Pavarde25           6.33                
Vardas91            Pavarde91           6.33                
Vardas141           Pavarde141          6.33                
Vardas195           Pavarde195          6.33                
Vardas432           Pavarde432          6.33                
Vardas854           Pavarde854          6.33                
Vardas957           Pavarde957          6.33                
Vardas959           Pavarde959          6.33                
Vardas153           Pavarde153          6.40                
Vardas267           Pavarde267          6.40                
Vardas285           Pavarde285          6.40                
Vardas301           Pavarde301          6.40                
Vardas414           Pavarde414          6.40                
Vardas421           Pavarde421          6.40                
Vardas430           Pavarde430          6.40                
Vardas526           Pavarde526          6.40                
Vardas589           Pavarde589          6.40                
Vardas622           Pavarde622          6.40                
Vardas750           Pavarde750          6.40                
Vardas780           Pavarde780          6.40                
Vardas797           Pavarde797          6.40                
Vardas947           Pavarde947          6.40                
Vardas992           Pavarde992          6.40                
Vardas102           Pavarde102          6.47                
Vardas114           Pavarde114          6.47                
Vardas166           Pavarde166          6.47                
Vardas202           Pavarde202          6.47                
Vardas221           Pavarde221          6.47                
Vardas259           Pavarde259          6.47                
Vardas298           Pavarde298          6.47                
Vardas722           Pavarde722          6.47                
Vardas745           Pavarde745          6.47                
Vardas764           Pavarde764          6.47                
Vardas781           Pavarde781          6.47                
Vardas908           Pavarde908          6.47                
Vardas955           Pavarde955          6.47                
Vardas977           Pavarde977          6.47                
Vardas174           Pavarde174          6.53                
Vardas218           Pavarde218          6.53                
Vardas321           Pavarde321          6.53                
Vardas345           Pavarde345          6.53                
Vardas405           Pavarde405          6.53                
Vardas536           Pavarde536          6.53                
Vardas567           Pavarde567          6.53                
Vardas679           Pavarde679          6.53                
Vardas776           Pavarde776          6.53                
Vardas808           Pavarde808          6.53                
Vardas815           Pavarde815          6.53                
Vardas846           Pavarde846          6.53                
Vardas47            Pavarde47           6.60                
Vardas57            Pavarde57           6.60                
Vardas177           Pavarde177          6.60                
Vardas199           Pavarde199          6.60                
Vardas200           Pavarde200          6.60                
Vardas332           Pavarde332          6.60                
Vardas338           Pavarde338          6.60                
Vardas343           Pavarde343          6.60                
Vardas523           Pavarde523          6.60                
Vardas619           Pavarde619          6.60                
Vardas629           Pavarde629          6.60                
Vardas837           Pavarde837          6.60                
Vardas254           Pavarde254          6.67                
Vardas563           Pavarde563          6.67                
Vardas590           Pavarde590          6.67                
Vardas615           Pavarde615          6.67                
Vardas623           Pavarde623          6.67                
Vardas630           Pavarde630          6.67                
Vardas654           Pavarde654          6.67                
Vardas823           Pavarde823          6.67                
Vardas927           Pavarde927          6.67                
Vardas974           Pavarde974          6.67                
Vardas984           Pavarde984          6.67                
Vardas155           Pavarde155          6.73                
Vardas282           Pavarde282          6.73                
Vardas419           Pavarde419          6.73                
Vardas464           Pavarde464          6.73                
Vardas695           Pavarde695          6.73                
Vardas834           Pavarde834          6.73                
Vardas160           Pavarde160          6.73                
Vardas867           Pavarde867          6.73                
Vardas15            Pavarde15           6.80                
Vardas193           Pavarde193          6.80                
Vardas208           Pavarde208          6.80                
Vardas260           Pavarde260          6.80                
Vardas289           Pavarde289          6.80                
Vardas328           Pavarde328          6.80                
Vardas427           Pavarde427          6.80                
Vardas478           Pavarde478          6.80                
Vardas480           Pavarde480          6.80                
Vardas494           Pavarde494          6.80                
Vardas566           Pavarde566          6.80                
Vardas689           Pavarde689          6.80                
Vardas735           Pavarde735          6.80                
Vardas773           Pavarde773          6.80                
Vardas941           Pavarde941          6.80                
Vardas40            Pavarde40           6.87                
Vardas308           Pavarde308          6.87                
Vardas391           Pavarde391          6.87                
Vardas431           Pavarde431          6.87                
Vardas512           Pavarde512          6.87                
Vardas751           Pavarde751          6.87                
Vardas858           Pavarde858          6.87                
Vardas935           Pavarde935          6.87                
Vardas296           Pavarde296          6.93                
Vardas446           Pavarde446          6.93                
Vardas687           Pavarde687          6.93                
Vardas718           Pavarde718          6.93                
Vardas762           Pavarde762          6.93                
Vardas876           Pavarde876          6.93                
Vardas921           Pavarde921          6.93                
Vardas950           Pavarde950          6.93                
Vardas987           Pavarde987          6.93                
Vardas109           Pavarde109          7.00                
Vardas169           Pavarde169          7.00                
Vardas268           Pavarde268          7.00                
Vardas324           Pavarde324          7.00                
Vardas509           Pavarde509          7.00                
Vardas549           Pavarde549          7.00                
Vardas931           Pavarde931          7.00                
Vardas11            Pavarde11           7.07                
Vardas61            Pavarde61           7.07                
Vardas270           Pavarde270          7.07                
Vardas360           Pavarde360          7.07                
Vardas565           Pavarde565          7.07                
Vardas607           Pavarde607          7.07                
Vardas682           Pavarde682          7.07                
Vardas705           Pavarde705          7.07                
Vardas756           Pavarde756          7.07                
Vardas983           Pavarde983          7.07                
Vardas95            Pavarde95           7.13                
Vardas122           Pavarde122          7.13                
Vardas204           Pavarde204          7.13                
Vardas220           Pavarde220          7.13                
Vardas371           Pavarde371          7.13                
Vardas463           Pavarde463          7.13                
Vardas711           Pavarde711          7.13                
Vardas862           Pavarde862          7.13                
Vardas872           Pavarde872          7.13                
Vardas904           Pavarde904          7.13                
Vardas960           Pavarde960          7.13                
Vardas201           Pavarde201          7.20                
Vardas291           Pavarde291          7.20                
Vardas300           Pavarde300          7.20                
Vardas342           Pavarde342          7.20                
Vardas426           Pavarde426          7.20                
Vardas453           Pavarde453          7.20                
Vardas504           Pavarde504          7.20                
Vardas627           Pavarde627          7.20                
Vardas922           Pavarde922          7.20                
Vardas64            Pavarde64           7.27                
Vardas231           Pavarde231          7.27                
Vardas314           Pavarde314          7.27                
Vardas365           Pavarde365          7.27                
Vardas413           Pavarde413          7.27                
Vardas768           Pavarde768          7.27                
Vardas819           Pavarde819          7.27                
Vardas953           Pavarde953          7.27                
Vardas980           Pavarde980          7.27                
Vardas986           Pavarde986          7.27                
Vardas436           Pavarde436          7.33                
Vardas29            Pavarde29           7.33                
Vardas146           Pavarde146          7.33                
Vardas306           Pavarde306          7.33                
Vardas451           Pavarde451          7.33                
Vardas500           Pavarde500          7.33                
Vardas533           Pavarde533          7.33                
Vardas554           Pavarde554          7.33                
Vardas669           Pavarde669          7.33                
Vardas784           Pavarde784          7.33                
Vardas787           Pavarde787          7.33                
Vardas791           Pavarde791          7.33                
Vardas882           Pavarde882          7.33                
Vardas915           Pavarde915          7.33                
Vardas51            Pavarde51           7.40                
Vardas53            Pavarde53           7.40                
Vardas75            Pavarde75           7.40                
Vardas442           Pavarde442          7.40                
Vardas454           Pavarde454          7.40                
Vardas518           Pavarde518          7.40                
Vardas521           Pavarde521          7.40                
Vardas535           Pavarde535          7.40                
Vardas564           Pavarde564          7.40                
Vardas655           Pavarde655          7.40                
Vardas709           Pavarde709          7.40                
Vardas881           Pavarde881          7.40                
Vardas889           Pavarde889          7.40                
Vardas1             Pavarde1            7.47                
Vardas4             Pavarde4            7.47                
Vardas148           Pavarde148          7.47                
Vardas205           Pavarde205          7.47                
Vardas240           Pavarde240          7.47                
Vardas244           Pavarde244          7.47                
Vardas493           Pavarde493          7.47                
Vardas532           Pavarde532          7.47                
Vardas543           Pavarde543          7.47                
Vardas544           Pavarde544          7.47                
Vardas580           Pavarde580          7.47                
Vardas812           Pavarde812          7.47                
Vardas93            Pavarde93           7.53                
Vardas175           Pavarde175          7.53                
Vardas185           Pavarde185          7.53                
Vardas237           Pavarde237          7.53                
Vardas359           Pavarde359          7.53                
Vardas448           Pavarde448          7.53                
Vardas458           Pavarde458          7.53                
Vardas479           Pavarde479          7.53                
Vardas587           Pavarde587          7.53                
Vardas641           Pavarde641          7.53                
Vardas645           Pavarde645          7.53                
Vardas698           Pavarde698          7.53                
Vardas713           Pavarde713          7.53                
Vardas949           Pavarde949          7.53                
Vardas162           Pavarde162          7.60                
Vardas196           Pavarde196          7.60                
Vardas222           Pavarde222          7.60                
Vardas334           Pavarde334          7.60                
Vardas455           Pavarde455          7.60                
Vardas801           Pavarde801          7.60                
Vardas806           Pavarde806          7.60                
Vardas8             Pavarde8            7.67                
Vardas276           Pavarde276          7.67                
Vardas297           Pavarde297          7.67                
Vardas341           Pavarde341          7.67                
Vardas452           Pavarde452          7.67                
Vardas610           Pavarde610          7.67                
Vardas707           Pavarde707          7.67                
Vardas863           Pavarde863          7.67                
Vardas78            Pavarde78           7.73                
Vardas128           Pavarde128          7.73                
Vardas304           Pavarde304          7.73                
Vardas502           Pavarde502          7.73                
Vardas681           Pavarde681          7.73                
Vardas771           Pavarde771          7.73                
Vardas835           Pavarde835          7.73                
Vardas853           Pavarde853          7.73                
Vardas905           Pavarde905          7.73                
Vardas998           Pavarde998          7.73                
Vardas28            Pavarde28           7.80                
Vardas120           Pavarde120          7.80                
Vardas465           Pavarde465          7.80                
Vardas570           Pavarde570          7.80                
Vardas826           Pavarde826          7.80                
Vardas903           Pavarde903          7.80                
Vardas971           Pavarde971          7.80                
Vardas997           Pavarde997          7.80                
Vardas236           Pavarde236          7.87                
Vardas281           Pavarde281          7.87                
Vardas326           Pavarde326          7.87                
Vardas472           Pavarde472          7.87                
Vardas476           Pavarde476          7.87                
Vardas605           Pavarde605          7.87                
Vardas799           Pavarde799          7.87                
Vardas868           Pavarde868          7.87                
Vardas890           Pavarde890          7.87                
Vardas934           Pavarde934          7.87                
Vardas167           Pavarde167          7.93                
Vardas241           Pavarde241          7.93                
Vardas249           Pavarde249          7.93                
Vardas317           Pavarde317          7.93                
Vardas618           Pavarde618          7.93                
Vardas743           Pavarde743          7.93                
Vardas888           Pavarde888          7.93                
Vardas117           Pavarde117          8.00                
Vardas423           Pavarde423          8.00                
Vardas522           Pavarde522          8.00                
Vardas696           Pavarde696          8.00                
Vardas721           Pavarde721          8.00                
Vardas794           Pavarde794          8.00                
Vardas831           Pavarde831          8.00                
Vardas892           Pavarde892          8.00                
Vardas911           Pavarde911          8.00                
Vardas52            Pavarde52           8.07                
Vardas380           Pavarde380          8.07                
Vardas461           Pavarde461          8.07                
Vardas595           Pavarde595          8.07                
Vardas662           Pavarde662          8.07                
Vardas690           Pavarde690          8.07                
Vardas44            Pavarde44           8.13                
Vardas403           Pavarde403          8.13                
Vardas508           Pavarde508          8.13                
Vardas616           Pavarde616          8.13                
Vardas741           Pavarde741          8.13                
Vardas783           Pavarde783          8.13                
Vardas898           Pavarde898          8.13                
Vardas938           Pavarde938          8.13                
Vardas988           Pavarde988          8.13                
Vardas20            Pavarde20           8.20                
Vardas411           Pavarde411          8.20                
Vardas470           Pavarde470          8.20                
Vardas677           Pavarde677          8.20                
Vardas894           Pavarde894          8.20                
Vardas909           Pavarde909          8.20                
Vardas63            Pavarde63           8.27                
Vardas460           Pavarde460          8.27                
Vardas581           Pavarde581          8.27                
Vardas593           Pavarde593          8.27                
Vardas635           Pavarde635          8.27                
Vardas760           Pavarde760          8.27                
Vardas930           Pavarde930          8.27                
Vardas944           Pavarde944          8.27                
Vardas21            Pavarde21           8.33                
Vardas746           Pavarde746          8.33                
Vardas94            Pavarde94           8.40                
Vardas101           Pavarde101          8.40                
Vardas250           Pavarde250          8.40                
Vardas322           Pavarde322          8.40                
Vardas339           Pavarde339          8.40                
Vardas394           Pavarde394          8.40                
Vardas652           Pavarde652          8.40                
Vardas675           Pavarde675          8.40                
Vardas925           Pavarde925          8.40                
Vardas449           Pavarde449          8.47                
Vardas606           Pavarde606          8.47                
Vardas680           Pavarde680          8.47                
Vardas33            Pavarde33           8.53                
Vardas65            Pavarde65           8.53                
Vardas138           Pavarde138          8.53                
Vardas307           Pavarde307          8.53                
Vardas351           Pavarde351          8.53                
Vardas362           Pavarde362          8.53                
Vardas381           Pavarde381          8.53                
Vardas599           Pavarde599          8.53                
Vardas683           Pavarde683          8.53                
Vardas899           Pavarde899          8.53                
Vardas961           Pavarde961          8.53                
Vardas340           Pavarde340          8.60                
Vardas475           Pavarde475          8.60                
Vardas601           Pavarde601          8.60                
Vardas661           Pavarde661          8.60                
Vardas158           Pavarde158          8.67                
Vardas255           Pavarde255          8.67                
Vardas400           Pavarde400          8.67                
Vardas506           Pavarde506          8.67                
Vardas631           Pavarde631          8.67                
Vardas642           Pavarde642          8.67                
Vardas678           Pavarde678          8.67                
Vardas172           Pavarde172          8.73                
Vardas367           Pavarde367          8.73                
Vardas596           Pavarde596          8.73                
Vardas733           Pavarde733          8.73                
Vardas23            Pavarde23           8.80                
Vardas134           Pavarde134          8.80                
Vardas224           Pavarde224          8.80                
Vardas315           Pavarde315          8.80                
Vardas688           Pavarde688          8.80                
Vardas725           Pavarde725          8.80                
Vardas878           Pavarde878          8.80                
Vardas798           Pavarde798          8.87                
Vardas994           Pavarde994          8.87                
Vardas161           Pavarde161          8.93                
Vardas274           Pavarde274          8.93                
Vardas278           Pavarde278          8.93                
Vardas375           Pavarde375          8.93                
Vardas706           Pavarde706          9.00                
Vardas137           Pavarde137          9.07                
Vardas178           Pavarde178          9.07                
Vardas845           Pavarde845          9.07                
Vardas975           Pavarde975          9.07                
Vardas89            Pavarde89           9.20                
Vardas157           Pavarde157          9.20                
Vardas561           Pavarde561          9.20                
Vardas356           Pavarde356          9.27                
Vardas286           Pavarde286          9.33                
Vardas437           Pavarde437          9.33                
Vardas525           Pavarde525          9.33                
Vardas558           Pavarde558          9.47                
Vardas625           Pavarde625          9.47                
Vardas757           Pavarde757          9.47                
Vardas985           Pavarde985          9.47                
Vardas951           Pavarde951          9.73                
Vardas717           Pavarde717          9.87                
Vardas758           Pavarde758          9.87                
